Smiles,nM-value,vVirus name
CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(O)O[C@H]2CN(C)[C@H]3C1)OCO5,1840.842563,Hantaan virus
Nc1ccn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,4221.878527,Hantaan virus
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,6100,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(cc21)OCO3,2134.05762,Hantaan virus
O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3,24.08383779,Hantaan virus
Nc1ncnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,23000,Hantaan virus
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,3900,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,37300,Hantaan virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,58300,Hantaan virus
NC(=O)c1nc(F)cnc1O,32000,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@@H]2c2cc3c(cc21)OCO3,852.4567804,Hantaan virus
Nc1ncc(F)c2c1ncn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,56000,Hantaan virus
Nc1ncc(F)c2c1ncn2[C@@H]1C[C@H](CCO)[C@@H](O)[C@H]1O,34000,Hantaan virus
Nc1ncc(F)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,6400,Hantaan virus
Nc1ncc(F)c2c1ncn2[C@@H]1C=C(CCO)[C@@H](O)[C@H]1O,1300,Hantaan virus
O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,3236.921792,Hantaan virus
Nc1ncc(Br)c2c1ncn2[C@H]1C=C[C@H](O)[C@@H]1O,99633.60545,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(c(O)c21)OCO3,491.8990377,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@H]2c2cc3c(c(O)c21)OCO3,4526.78889,Hantaan virus
O=c1[nH]c2c(c3cc4c(c(O)c13)OCO4)C[C@H](O)[C@@H](O)[C@H]2O,10740.08983,Hantaan virus
O=c1[nH]c2c(c3cc4c(cc13)OCO4)C[C@H](O)[C@@H](O)[C@H]2O,34333.58511,Hantaan virus
CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2NC(=O)c3cc4c(cc3[C@H]2[C@H]1O)OCO4,15655.68871,Hantaan virus
O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(cc21)OCO3,515.0037767,Hantaan virus
Nc1ncnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)n[nH]c12,4200,Hantaan virus
Nc1nc(F)cc2c1ncn2C1=C[C@H](CO)[C@@H](O)[C@H]1O,22100,Hantaan virus
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1N[C@@H](c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,990,Hantaan virus
COc1cc2c(cc1O)[C@@H]1[C@H](O)[C@@H](O)C=C3CCN(C2)[C@H]31,2177.444441,Hantaan virus
Cc1c(C(N)=O)ncn1C1O[C@H](CO)[C@@H](O)[C@H]1O,1800000,Hantaan virus
NC(=O)c1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c1SCc1ccccc1,1000000,Hantaan virus
CSc1c(C(N)=O)ncn1C1O[C@H](CO)[C@@H](O)[C@H]1O,1800000,Hantaan virus
CS(=O)(=O)c1c(C(N)=O)ncn1C1O[C@H](CO)[C@@H](O)[C@H]1O,8700,Hantaan virus
CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(O)O[C@H]2CN(C)[C@H]3C1)OCO5,8751.54661,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(cc21)OCO3,16490.44524,Hantaan virus
O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,20,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)ccc3[nH]2)cc1)c1ccc(Cl)c(Cl)c1,6,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C4CCCCC4)ccc3[nH]2)cc1)c1ccc(Cl)c(Cl)c1,60,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(C(=O)NC45CC6CC(C4)C(=O)C(C6)C5)ncc3[nH]2)cc1)c1ccc(Cl)cc1,135,Hantaan virus
O=C(Nc1ccccn1)c1cc2nc(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)[nH]c2cn1,40,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C4CCCCC4)ncc3[nH]2)cc1)C1CCCCC1,20,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)ncc3[nH]2)cc1)C12CC3CC(C1)C(O)C(C3)C2,60,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C45CC6CC(C4)C(O)C(C6)C5)ncc3[nH]2)cc1)C12CC3CC(CC(C3)C1)C2,60,Hantaan virus
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2nc(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)[nH]c2cn1,60,Hantaan virus
O=C1C2CC3CC1CC(C(=O)Nc1ccc(-c4nc5cc(NC(=O)C67CC8CC(CC(C8)C6)C7)ncc5[nH]4)cc1)(C3)C2,200,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C4CCCCC4)ccc3[nH]2)cc1)C1CCCCC1,200,Hantaan virus
CC(=O)OC1C2CC3CC1CC(C(=O)Nc1ccc(-c4nc5cc(C(=O)Nc6ccccn6)ccc5[nH]4)cc1)(C3)C2,60,Hantaan virus
O=C(Nc1cc2nc(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)[nH]c2cn1)c1ccccn1,60,Hantaan virus
O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)[C@]45CC6CC(C4)[C@@H](O)C(C6)C5)cc3)nc2c1,135,Hantaan virus
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,20,Hantaan virus
O=C(NC1CCCCC1)c1ccc2[nH]c(-c3ccc(NC(=O)C4CCCCC4)cc3)nc2c1,130,Hantaan virus
O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3F)nc2c1,200,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)ncc3[nH]2)cc1)C12CC3CC(CC(C3)C1)C2,6,Hantaan virus
O=C1C2CC3CC1CC(C(=O)Nc1ccc(-c4nc5cc(NC(=O)C67CC8CC(C6)C(=O)C(C8)C7)ncc5[nH]4)cc1)(C3)C2,200,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)ncc3[nH]2)cc1)c1ccc(Cl)cc1,20,Hantaan virus
O=C(Nc1ccc(-c2nc3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)ccc3[nH]2)cc1)C12CC3CC(CC(C3)C1)C2,60,Hantaan virus
O=C(NC12CC3CC(C1)C(=O)C(C3)C2)c1cc2nc(-c3ccc(NC(=O)C45CC6CC(CC(O)(C6)C4)C5)cc3)[nH]c2cn1,200,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,90000,Hantaan virus
NC(=O)c1nc(F)cnc1O,115000,Hantaan virus
O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(cc21)OCO3,199.1347937,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@H]2c2cc3c(cc21)OCO3,85242.77141,Hantaan virus
CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(O)O[C@H]2CN(C)[C@H]3C1)OCO5,2474.575248,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(cc21)OCO3,5496.815081,Hantaan virus
CCN(CC)c1ccc(Oc2ccc(-c3[nH]c4cccc(F)c4c(=O)c3C)cc2F)cc1,300,Hantaan virus
