Smiles,nM-value,vVirus name
COc1cc(CC(C)(O)c2ccc(F)cc2)nc(OC)n1,120000,Nipah virus
Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1126718.245,Nipah virus
Nc1ncc(Cl)c2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,1600,Nipah virus
Nc1ncc(I)c2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,20000,Nipah virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,8000,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,79842.99032,Nipah virus
Cl.Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,130000,Nipah virus
CSc1nc(N)c2cc(Cl)n([C@H]3C[C@H](O)[C@@H](CO)O3)c2n1,340000,Nipah virus
Cc1cc2c(N)ncnc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,500000,Nipah virus
Nc1ncnc2c1cc(Cl)n2[C@H]1C[C@H](O)[C@@H](CO)O1,1600000,Nipah virus
OC[C@H]1O[C@@H](n2ccc3c(Cl)ncnc32)C[C@@H]1O,960000,Nipah virus
CSc1ncc2cc(C)n([C@H]3C[C@H](O)[C@@H](CO)O3)c2n1,1100000,Nipah virus
Cc1cc2cncnc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,1100000,Nipah virus
CCCCCCCCCCCCCCCCOCCOP1(=O)CO[C@@H](Cn2cnc(N)nc2=O)CO1,30151.70074,Nipah virus
O=C1O/C(=C\Cn2cc(C#CCCc3ccccc3)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4800,Nipah virus
Cc1ccc(C#Cc2cn(C/C=C3\OC(=O)C(OCc4ccccc4)=C3OCc3ccccc3)c(=O)[nH]c2=O)cc1,8000,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,50389.767,Nipah virus
Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,75.11454969,Nipah virus
Nc1nccc2c1ncn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,2648.605698,Nipah virus
Nc1nccc2c1ncn2C1C=C(CO)C(O)C1O,76.2572921,Nipah virus
C/N=C(/N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1.Cl,425589.8676,Nipah virus
CCOP(=O)(O)OC[C@H]1O[C@@H](C2=NNC(C(N)=O)C2=O)[C@H](O)[C@@H]1O,80000,Nipah virus
NC(=O)C1NN=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,3000,Nipah virus
N=C(N)C1NN=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,1000000,Nipah virus
COP(=O)(OC)OC[C@H]1O[C@@H](C2=NNC(C(N)=O)C2=O)[C@H](O)[C@@H]1O,1000000,Nipah virus
CC(C)(C)C(=O)OCn1nc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c21,2621.987991,Nipah virus
Nc1nccn2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)nnc12,374181.478,Nipah virus
NC(=O)c1[nH]nc(C2O[C@H](COP(=O)(O)O)[C@H](O)[C@@H]2O)c1O,6300,Nipah virus
Nc1cc2[nH]cnc2c(=O)[nH]1,13320.90049,Nipah virus
CCCCCOC(=O)C(O)Cn1cnc2c(N)ncnc21,238639.0754,Nipah virus
Nc1ncnc2c1ncn2C[C@@H](O)CO,95597.72477,Nipah virus
CCOC(=O)C(O)Cn1cnc2c(N)ncnc21,79601.99005,Nipah virus
CCC(=O)C(Cc1ccc(/C=C/c2ccc(OC)cc2)cc1)C(=O)CC,8560.178052,Nipah virus
O=c1ccn([C@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,1536865.563,Nipah virus
O=c1ccn([C@@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,1536865.563,Nipah virus
Nc1ncnc2c1ncn2[C@@H]1S[C@@H](CO)[C@H](O)[C@H]1O,1411880.978,Nipah virus
Nc1ncnc2c1ncn2[C@H]1S[C@@H](CO)[C@H](O)[C@H]1O,1411880.978,Nipah virus
Nc1ccn(C2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)n1,1542674.226,Nipah virus
Nc1ccn([C@@H]2O[C@@](CO)(CCl)[C@@H](O)[C@H]2F)c(=O)n1,1300,Nipah virus
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,20000,Nipah virus
Cc1cn([C@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,1458257.382,Nipah virus
Cc1cn([C@@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,1458257.382,Nipah virus
O=C1O/C(=C\Cn2cc3cc(CCc4ccccc4)oc3nc2=O)C(OCc2ccccc2)=C1OCc1ccccc1,40000,Nipah virus
CCCCc1ccc(-c2cc3cn(C/C=C4\OC(=O)C(OCc5ccccc5)=C4OCc4ccccc4)c(=O)nc3o2)cc1,40000,Nipah virus
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,90865.03513,Nipah virus
Cl.FC(F)(F)c1ccccc1NCC12CC3CC(CC(C3)C1)C2,9000,Nipah virus
Nc1ncnc2c1ncn2CC(O)C(=O)OCc1ccco1,49459.24558,Nipah virus
CCCCCC#Cc1cn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)[nH]c1=O,4800,Nipah virus
CCCOC(=O)C(O)Cn1cnc2c(N)ncnc21,376974.4034,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,112661.4987,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,35952.81698,Nipah virus
COc1nc(OC)c(Br)c(C(Br)Br)n1,40000,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,119987.5106,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,55155.99591,Nipah virus
C=C1c2ccoc2C[C@H]2[C@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C,17279.52797,Nipah virus
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,50500,Nipah virus
CC(=O)O[C@@H]1[C@@H]2[C@H](Cc3occc3[C@]2(C)O)[C@@]2(C)[C@@H](OC(C)=O)CCC(C)(C)[C@]2(O)[C@H]1OC(C)=O,19489.61569,Nipah virus
CO[C@]1(C)c2ccoc2C[C@H]2C1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C,15397.06666,Nipah virus
CC1(C)CC[C@H](O)[C@]2(C)[C@H]3Cc4occc4[C@H]4C(=O)O[C@@H](C[C@@]12O)[C@@H]43,42722.70654,Nipah virus
Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12,7483.62956,Nipah virus
CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NS(=O)(=O)C(Cl)Cl,2000,Nipah virus
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)oc2cc(O)cc(O)c12,70916.37667,Nipah virus
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,39346.58149,Nipah virus
Nc1ncnc2c1ncn2C[C@H](O)CO,19119.54495,Nipah virus
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,78887.16948,Nipah virus
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,34814.79564,Nipah virus
CC(=O)O[C@@H]1[C@@H]2[C@H](Cc3occc3[C@@]2(C)O)[C@@]2(C)[C@@H](OC(C)=O)CCC(C)(C)[C@]2(O)[C@H]1OC(C)=O,20910.7335,Nipah virus
COc1ccc([C@@H]2CC(=O)c3c(OC)cc(O)cc3O2)cc1,154400,Nipah virus
COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2O)cc1,41600,Nipah virus
C[C@H]1C(=O)O[C@H]2C[C@]3(C)O[C@H]3[C@@H]3O[C@@H]3C3=C[C@@H](OC3=O)[C@@H]21,142800,Nipah virus
CC(=O)O[C@H]1C[C@@H]2O[C@@]2(C)C[C@@H]2OC(=O)[C@H](C)[C@H]2[C@H]2C=C1C(=O)O2,186300,Nipah virus
COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OS(=O)(=O)[O-])cc1.[K+],19700,Nipah virus
C[C@H]1C(=O)O[C@H]2C[C@]3(C)O[C@H]3CCC3=C[C@@H](OC3=O)[C@@H]21,37400,Nipah virus
Cc1nc([SeH])c2cnn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,13000,Nipah virus
NC(=O)c1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c1S,5000000,Nipah virus
Cc1c(C(N)=O)ncn1C1O[C@H](CO)[C@@H](O)[C@H]1O,500000,Nipah virus
NC(=O)c1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c1SCc1ccccc1,4400000,Nipah virus
CSc1c(C(N)=O)ncn1C1O[C@H](CO)[C@@H](O)[C@H]1O,730000,Nipah virus
CCCOC(=O)C(CCSC[C@H]1OC(n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O)NC(=O)COC,40195.3494,Nipah virus
NC(=O)c1[nH]nc(C2O[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]3OC(n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1O,5000,Nipah virus
CCCOC(=O)C(CCSC[C@H]1OC(n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O)NC(=O)C(F)(F)F,134223.0403,Nipah virus
CCCCOC(=O)C(N)CCSC[C@H]1OC(n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,341265.8689,Nipah virus
Nc1ncnc2c(C3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)n[nH]c12,78039.64414,Nipah virus
Nc1ncnc2c(C3O[C@H](CCl)[C@@H](O)[C@H]3O)n[nH]c12,245020.8268,Nipah virus
Nc1ncnc2c1cc(Br)n2C1O[C@H](CO)[C@@H](O)[C@H]1O,202810.3723,Nipah virus
CCCOC(=O)C(CCSC[C@H]1OC(n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O)NC(C)=O,42776.17367,Nipah virus
Nc1ncnc2c1c(CCCO)cn2C1O[C@H](CO)[C@@H](O)[C@H]1O,6166.368626,Nipah virus
Nc1ncnc2c1c(/C=C/Br)cn2C1O[C@H](CO)[C@@H](O)[C@H]1O,2694.038094,Nipah virus
CC(C)OC(=O)C(N)CCSC[C@H]1OC(n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,47002.42062,Nipah virus
N#C/C=C/c1cn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,22060.44562,Nipah virus
CC(O)c1cn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,2255.808707,Nipah virus
COC(C)c1cn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,6166.368626,Nipah virus
CCCCc1cn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,62040.51245,Nipah virus
Nc1nccc2c1ncn2[C@@H]1C[C@H](CO)[C@H](O)C1O,7567.444852,Nipah virus
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,400,Nipah virus
CC(C)OC(=O)C(O)Cn1cnc2c(N)ncnc21,263882.0824,Nipah virus
CCCCOC(=O)C(O)Cn1cnc2c(N)ncnc21,250626.5664,Nipah virus
COCCOC(=O)C(O)Cn1cnc2c(N)ncnc21,1066590.82,Nipah virus
NC(=O)c1[nH]nc(C2OC3COP(=O)(O)O[C@@H]3[C@@H]2O)c1O,500000,Nipah virus
COC(=O)C(O)Cn1cnc2c(N)ncnc21,84309.92328,Nipah virus
CCC(C)OC(=O)C(O)Cn1cnc2c(N)ncnc21,716075.904,Nipah virus
CC(C)COC(=O)C(O)Cn1cnc2c(N)ncnc21,71607.5904,Nipah virus
CCCCCCCCOC(=O)C(O)Cn1cnc2c(N)ncnc21,44721.38577,Nipah virus
NC(=O)c1cn(C2OC(CO)CC2O)c2ncnc(N)c12,34097.10857,Nipah virus
CC(C)(C)OC(=O)C(O)Cn1cnc2c(N)ncnc21,537056.928,Nipah virus
Nc1ncnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,3000,Nipah virus
N#Cc1c(NCCN)nc(-c2ccccc2)c2c1CCCC2,6200,Nipah virus
O=[N+]([O-])c1cc(S(=O)(=O)NCCN2CCOCC2)ccc1Sc1nnnn1-c1ccccc1,12900,Nipah virus
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,2600,Nipah virus
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,34350,Nipah virus
NC(=O)c1nc(F)cnc1O,155000,Nipah virus
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,2040,Nipah virus
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,670,Nipah virus
Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,1450,Nipah virus
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1800,Nipah virus
COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,1300,Nipah virus
C1=C2CCCN[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2,10200,Nipah virus
CCC(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,610,Nipah virus
COc1cccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,17800,Nipah virus
Cc1ccccc1CN1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,15000,Nipah virus
C1=C2CCCN(Cc3ccccc3)[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2,22000,Nipah virus
Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,9800,Nipah virus
O=C(c1ccc(Cl)c(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,80800,Nipah virus
Clc1cc(Cl)cc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,8500,Nipah virus
Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1Cl,7100,Nipah virus
O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,10500,Nipah virus
O=C(c1ccc(Cl)cc1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,111500,Nipah virus
O=C(c1cc(Cl)cc(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,35300,Nipah virus
Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c(Cl)c1,6400,Nipah virus
O=S(=O)(c1cccs1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,62400,Nipah virus
O=S(=O)(c1cc(Cl)cc(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,27200,Nipah virus
CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,900,Nipah virus
O=S(=O)(c1ccc(Cl)cc1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,18800,Nipah virus
FC(F)(F)Oc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,11900,Nipah virus
Fc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,21500,Nipah virus
N#Cc1cccc(S(=O)(=O)N2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,70700,Nipah virus
CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2,3700,Nipah virus
CCN1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,17800,Nipah virus
CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,2200,Nipah virus
CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,1300,Nipah virus
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,10,Nipah virus
Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1,3880,Nipah virus
Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1,1870,Nipah virus
CC(c1ccc(C(=O)N2CC(C(C)(C)C)c3ccccc32)cc1)N1CCCCC1,6320,Nipah virus
O=C(Nc1ccc(SC(F)(F)F)c(Cl)c1)c1ccc(CN2CCCCC2)cc1,2400,Nipah virus
CC1CCN(c2ccc(NC(=O)c3ccc(CN4CCOCC4)cc3)cc2C(F)(F)F)CC1,820,Nipah virus
O=C(Nc1ccc(C2CCCCC2)cc1)c1ccc(CN2CCCCC2)c(F)c1,16550,Nipah virus
CC(c1ccc(C(=O)N2CCc3cc(C(C)(C)C)ccc32)cc1)N1CCCCC1,3380,Nipah virus
CC(C)(C)c1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)c(C(C)(C)C)c1,2000,Nipah virus
O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(CN2CCCCC2)cc1,1230,Nipah virus
O=C(c1ccc(CN2CCCCC2)cc1)N1CCc2ccc(C(F)(F)F)cc21,8170,Nipah virus
CC(c1ccc(C(=O)Nc2ccc(C3CCCCC3)cc2)cc1)N1CCCCC1,5560,Nipah virus
O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(CN2CCOCC2)cc1,520,Nipah virus
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,3830,Nipah virus
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,3180,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,1210,Nipah virus
CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,1070,Nipah virus
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,1250,Nipah virus
CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,900,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CC2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,620,Nipah virus
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)[s+]([O-])c2c1,1810,Nipah virus
CC/C(=C(/c1ccc(NC(=O)C2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,540,Nipah virus
CCC(c1ccccc1)C(O)(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1,4400,Nipah virus
CC/C(=C(/c1ccc(NC(=O)N2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,750,Nipah virus
CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2.Cl,18100,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,3240,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,360,Nipah virus
CC/C(=C(/c1ccc(NC(=O)C2CCN(C)C2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,720,Nipah virus
CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1.Cl,5700,Nipah virus
CC/C(=C(/c1ccc(NCCN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,2180,Nipah virus
CC/C(=C(/c1ccc(NC(=O)C2CCN(C3CCN(C)CC3)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,1070,Nipah virus
COc1ccc(-c2sc3cc(OC)ccc3c2Oc2ccc(OCCN3CCC(CCNC(=O)CCCCNC(=O)OC(C)(C)C)CC3)cc2)cc1,600,Nipah virus
Nc1nccc2c1ncn2[C@@H]1C(F)=C[C@@H](O)[C@H]1O,520,Nipah virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C(F)=C[C@@H](O)[C@H]1O,100,Nipah virus
C=C(C)O[C@@H]1[C@@H](OC(C)=O)[C@H](NC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3=O)O[C@H](COC(C)=O)[C@@H]1OC(C)=O,2290,Nipah virus
C#CN(CCCC1(C)N=N1)C(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2=O,5520,Nipah virus
Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,1190,Nipah virus
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,6400,Nipah virus
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,2430,Nipah virus
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,2200,Nipah virus
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1810,Nipah virus
C[C@H](O)C1=C[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,324.5816503,Nipah virus
Nc1ncnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,1800,Nipah virus
Nc1nc(Cl)nc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,97413.50353,Nipah virus
Nc1ncnc2c(C3OC(CO)CC3O)n[nH]c12,398009.9502,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3ncc(Cl)cc3Cl)nc3ccccc32)cc1,200,Nipah virus
O=C(CSc1nc2ccccc2n1-c1ccccc1)Nc1ncc(Cl)cc1Cl,700,Nipah virus
Cc1cccc(-n2c(SCC(=O)Nc3ncc(Cl)cc3Cl)nc3ccccc32)c1,2100,Nipah virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,30000,Nipah virus
NC1=NCNc2c1ncn2CC(O)CO,94688.00303,Nipah virus
Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H](CO)C12CC2,7000,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3ncc(C(F)(F)F)cc3Cl)nc3ccccc32)cc1,400,Nipah virus
CC(Sc1nc2ccccc2n1-c1ccc(F)cc1)C(=O)Nc1ncc(Cl)cc1Cl,100,Nipah virus
CCOc1ccc(-n2c(SC(C)C(=O)Nc3ncc(Cl)cc3Cl)nc3ccccc32)cc1,100,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3nc(C)c(Cl)cc3Cl)nc3ccccc32)cc1,200,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3nc(C)c(Br)cc3Br)nc3ccccc32)cc1,500,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3ncc(C)cc3Cl)nc3ccccc32)cc1,50,Nipah virus
CCOc1ccc(-n2c(SC(C)C(=O)Nc3cc(C)cc(C)n3)nc3ccccc32)cc1,1200,Nipah virus
Cc1nnc(NC(=O)C(C)Sc2nc3ccccc3n2-c2ccc(F)cc2)nc1C,17400,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3cc(C)nn3C)nc3ccccc32)cc1,500,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3nnc(C)c(C)n3)nc3ccccc32)cc1,9300,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3nc(C)cs3)nc3ccccc32)cc1,2800,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3cc(C)no3)nc3ccccc32)cc1,400,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3cc(Br)ccc3Br)nc3ccccc32)cc1,1400,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3ccc(C)cc3Cl)nc3ccccc32)cc1,30,Nipah virus
COc1ccc(-n2c(S[C@@H](C)C(=O)Nc3ccc(C)cc3Cl)nc3ccccc32)cc1,300,Nipah virus
COc1ccc(-n2c(S[C@H](C)C(=O)Nc3ccc(C)cc3Cl)nc3ccccc32)cc1,200,Nipah virus
